"","from_gene","Homo_sapiens","Mus_musculus","to_symbol"
"BUB1","BUB1","699",12235,"Bub1"
"BVR1","BVR1","700",NA,NA
"BUB1B","BUB1B","701",12236,"Bub1b"
"BYSL","BYSL","705",53414,"Bysl"
"TSPO","TSPO","706",12257,"Tspo"
"C1QBP","C1QBP","708",12261,"C1qbp"
"SERPING1","SERPING1","710",12258,"Serping1"
"ERC2-IT1","ERC2-IT1","711",NA,NA
"C1QA","C1QA","712",12259,"C1qa"
"C1QB","C1QB","713",12260,"C1qb"
"C1QC","C1QC","714",12262,"C1qc"
"C1R","C1R","715",NA,NA
"C1S","C1S","716",317677,"C1s2"
"C2","C2","717",12263,"C2"
"C3","C3","718",12266,"C3"
"C3AR1","C3AR1","719",12267,"C3ar1"
"C4A","C4A","720",NA,NA
"C4B","C4B","721",NA,NA
"C4BPA","C4BPA","722",NA,NA
"C4BPAP2","C4BPAP2","724",NA,NA
"C4BPB","C4BPB","725",NA,NA
"CAPN5","CAPN5","726",12337,"Capn5"
"C5","C5","727",15139,"Hc"
"C5AR1","C5AR1","728",12273,"C5ar1"
"C6","C6","729",12274,"C6"
"C7","C7","730",109828,"C7"
"C8A","C8A","731",230558,"C8a"
"C8B","C8B","732",110382,"C8b"
"C8G","C8G","733",69379,"C8g"
"OSGIN2","OSGIN2","734",209212,"Osgin2"
"C9","C9","735",12279,"C9"
"VPS51","VPS51","738",68505,"Vps51"
"MRPL49","MRPL49","740",18120,"Mrpl49"
"ZNHIT2","ZNHIT2","741",29805,"Znhit2"
"MPPED2","MPPED2","744",77015,"Mpped2"
"MYRF","MYRF","745",225908,"Myrf"
"TMEM258","TMEM258","746",69038,"Tmem258"
"DAGLA","DAGLA","747",269060,"Dagla"
"GAS8-AS1","GAS8-AS1","750",NA,NA
"FMNL1","FMNL1","752",57778,"Fmnl1"
"LDLRAD4","LDLRAD4","753",52662,"Ldlrad4"
"PTTG1IP","PTTG1IP","754",108705,"Pttg1ip"
"CFAP410","CFAP410","755",67884,"Cfap410"
"TMEM50B","TMEM50B","757",77975,"Tmem50b"
"MPPED1","MPPED1","758",223726,"Mpped1"
"CA1","CA1","759",12346,"Car1"
"CA2","CA2","760",12349,"Car2"
"CA3","CA3","761",12350,"Car3"
"CA4","CA4","762",12351,"Car4"
"CA5A","CA5A","763",12352,"Car5a"
"CA5AP1","CA5AP1","764",NA,NA
"CA6","CA6","765",12353,"Car6"
"CA7","CA7","766",12354,"Car7"
"CA8","CA8","767",12319,"Car8"
"CA9","CA9","768",230099,"Car9"
"CA11","CA11","770",12348,"Car11"
"CA12","CA12","771",76459,"Car12"
"CACNA1A","CACNA1A","773",12286,"Cacna1a"
"CACNA1B","CACNA1B","774",12287,"Cacna1b"
"CACNA1C","CACNA1C","775",12288,"Cacna1c"
"CACNA1D","CACNA1D","776",12289,"Cacna1d"
"CACNA1E","CACNA1E","777",12290,"Cacna1e"
"CACNA1F","CACNA1F","778",54652,"Cacna1f"
"CACNA1S","CACNA1S","779",12292,"Cacna1s"
"DDR1","DDR1","780",12305,"Ddr1"
"CACNA2D1","CACNA2D1","781",12293,"Cacna2d1"
"CACNB1","CACNB1","782",12295,"Cacnb1"
"CACNB2","CACNB2","783",12296,"Cacnb2"
"CACNB3","CACNB3","784",12297,"Cacnb3"
"CACNB4","CACNB4","785",12298,"Cacnb4"
"CACNG1","CACNG1","786",12299,"Cacng1"
"SLC25A20","SLC25A20","788",57279,"Slc25a20"
"SLC25A20P1","SLC25A20P1","789",NA,NA
"CAD","CAD","790",69719,"Cad"
"CALB1","CALB1","793",12307,"Calb1"
"CALB2","CALB2","794",12308,"Calb2"
"S100G","S100G","795",12309,"S100g"
"CALCA","CALCA","796",12310,"Calca"
"CALCB","CALCB","797",NA,NA
"CALCP","CALCP","798",NA,NA
"CALCR","CALCR","799",12311,"Calcr"
"CALD1","CALD1","800",109624,"Cald1"
"CALM1","CALM1","801",12313,"Calm1"
"CALM1P1","CALM1P1","802",NA,NA
"CALM1P2","CALM1P2","804",NA,NA
"CALM2","CALM2","805",12314,"Calm2"
"CALM2P2","CALM2P2","806",NA,NA
"CALM2P3","CALM2P3","807",NA,NA
"CALM3","CALM3","808",12315,"Calm3"
"CALML3","CALML3","810",70405,"Calml3"
"CALR","CALR","811",12317,"Calr"
"CALU","CALU","813",12321,"Calu"
"CAMK4","CAMK4","814",12326,"Camk4"
"CAMK2A","CAMK2A","815",12322,"Camk2a"
"CAMK2B","CAMK2B","816",12323,"Camk2b"
"CAMK2D","CAMK2D","817",108058,"Camk2d"
"CAMK2G","CAMK2G","818",12325,"Camk2g"
"CAMLG","CAMLG","819",12328,"Caml"
"CAMP","CAMP","820",12796,"Camp"
"CANX","CANX","821",12330,"Canx"
"CAPG","CAPG","822",12332,"Capg"
"CAPN1","CAPN1","823",12333,"Capn1"
"CAPN2","CAPN2","824",12334,"Capn2"
"CAPN3","CAPN3","825",12335,"Capn3"
"CAPNS1","CAPNS1","826",12336,"Capns1"
"CAPN6","CAPN6","827",12338,"Capn6"
"CAPS","CAPS","828",NA,NA
"CAPZA1","CAPZA1","829",12340,"Capza1"
"CAPZA2","CAPZA2","830",12343,"Capza2"
"CAST","CAST","831",12380,"Cast"
"CAPZB","CAPZB","832",12345,"Capzb"
"CARS1","CARS1","833",27267,"Cars"
"CASP1","CASP1","834",NA,NA
"CASP2","CASP2","835",12366,"Casp2"
"CASP3","CASP3","836",12367,"Casp3"
"CASP4","CASP4","837",NA,NA
"CASP5","CASP5","838",NA,NA
"CASP6","CASP6","839",12368,"Casp6"
"CASP7","CASP7","840",12369,"Casp7"
"CASP8","CASP8","841",12370,"Casp8"
"CASP9","CASP9","842",12371,"Casp9"
"CASP10","CASP10","843",NA,NA
"CASQ1","CASQ1","844",12372,"Casq1"
"CASQ2","CASQ2","845",12373,"Casq2"
"CASR","CASR","846",12374,"Casr"
"CAT","CAT","847",12359,"Cat"
"CATR1","CATR1","856",NA,NA
"CAV1","CAV1","857",12389,"Cav1"
"CAV2","CAV2","858",12390,"Cav2"
"CAV3","CAV3","859",12391,"Cav3"
"RUNX2","RUNX2","860",12393,"Runx2"
"RUNX1","RUNX1","861",12394,"Runx1"
"RUNX1T1","RUNX1T1","862",12395,"Runx1t1"
"CBFA2T3","CBFA2T3","863",12398,"Cbfa2t3"
"RUNX3","RUNX3","864",12399,"Runx3"
"CBFB","CBFB","865",12400,"Cbfb"
"SERPINA6","SERPINA6","866",12401,"Serpina6"
"CBL","CBL","867",12402,"Cbl"
"CBLB","CBLB","868",208650,"Cblb"
"CBLN1","CBLN1","869",12404,"Cbln1"
"SERPINH1","SERPINH1","871",12406,"Serpinh1"
"CBR1","CBR1","873",12408,"Cbr1"
"CBR3","CBR3","874",109857,"Cbr3"
"CBS","CBS","875",12411,"Cbs"
"CCA1","CCA1","878",NA,NA
"CCIN","CCIN","881",442829,"Ccin"
"CCAL1","CCAL1","882",NA,NA
"KYAT1","KYAT1","883",70266,"Kyat1"
"CCK","CCK","885",12424,"Cck"
"CCKAR","CCKAR","886",12425,"Cckar"
"CCKBR","CCKBR","887",12426,"Cckbr"
"KRIT1","KRIT1","889",79264,"Krit1"
"CCNA2","CCNA2","890",12428,"Ccna2"
"CCNB1","CCNB1","891",268697,"Ccnb1"
"CCNC","CCNC","892",51813,"Ccnc"
"CCND2","CCND2","894",12444,"Ccnd2"
"CCND2P1","CCND2P1","895",NA,NA
"CCND3","CCND3","896",12445,"Ccnd3"
"CCND3P1","CCND3P1","897",NA,NA
"CCNE1","CCNE1","898",12447,"Ccne1"
"CCNF","CCNF","899",12449,"Ccnf"
"CCNG1","CCNG1","900",12450,"Ccng1"
"CCNG2","CCNG2","901",12452,"Ccng2"
"CCNH","CCNH","902",66671,"Ccnh"
"CCNT1","CCNT1","904",12455,"Ccnt1"
"CCNT2","CCNT2","905",72949,"Ccnt2"
"CCT","CCT","907",NA,NA
"CCT6A","CCT6A","908",12466,"Cct6a"
"CD1A","CD1A","909",NA,NA
"CD1B","CD1B","910",NA,NA
"CD1C","CD1C","911",NA,NA
"CD1D","CD1D","912",12479,"Cd1d1"
"CD1E","CD1E","913",NA,NA
"CD2","CD2","914",12481,"Cd2"
"CD3D","CD3D","915",12500,"Cd3d"
"CD3E","CD3E","916",12501,"Cd3e"
"CD3G","CD3G","917",12502,"Cd3g"
"CD247","CD247","919",12503,"Cd247"
"CD4","CD4","920",12504,"Cd4"
"CD5","CD5","921",12507,"Cd5"
"CD5L","CD5L","922",11801,"Cd5l"
"CD6","CD6","923",12511,"Cd6"
"CD7","CD7","924",12516,"Cd7"
"CD8A","CD8A","925",12525,"Cd8a"
"CD8B","CD8B","926",12526,"Cd8b1"
"CD8B2","CD8B2","927",NA,NA
"CD9","CD9","928",12527,"Cd9"
"CD14","CD14","929",12475,"Cd14"
"CD19","CD19","930",12478,"Cd19"
"MS4A1","MS4A1","931",12482,"Ms4a1"
"MS4A3","MS4A3","932",NA,NA
"CD22","CD22","933",12483,"Cd22"
"CD24P1","CD24P1","935",NA,NA
"CD24P2","CD24P2","936",NA,NA
"CD24P3","CD24P3","937",NA,NA
"CD24P4","CD24P4","938",NA,NA
"CD27","CD27","939",21940,"Cd27"
"CD28","CD28","940",12487,"Cd28"
"CD80","CD80","941",12519,"Cd80"
"CD86","CD86","942",12524,"Cd86"
"TNFRSF8","TNFRSF8","943",21941,"Tnfrsf8"
"TNFSF8","TNFSF8","944",21949,"Tnfsf8"
"CD33","CD33","945",12489,"Cd33"
"SIGLEC6","SIGLEC6","946",NA,NA
"CD34","CD34","947",12490,"Cd34"
"CD36","CD36","948",12491,"Cd36"
"SCARB1","SCARB1","949",20778,"Scarb1"
"SCARB2","SCARB2","950",12492,"Scarb2"
"CD37","CD37","951",12493,"Cd37"
"CD38","CD38","952",12494,"Cd38"
"ENTPD1","ENTPD1","953",12495,"Entpd1"
"ENTPD2","ENTPD2","954",12496,"Entpd2"
"ENTPD6","ENTPD6","955",12497,"Entpd6"
"ENTPD3","ENTPD3","956",215446,"Entpd3"
"ENTPD5","ENTPD5","957",12499,"Entpd5"
"CD40","CD40","958",21939,"Cd40"
"CD40LG","CD40LG","959",21947,"Cd40lg"
"CD44","CD44","960",12505,"Cd44"
"CD47","CD47","961",16423,"Cd47"
"CD48","CD48","962",12506,"Cd48"
"CD53","CD53","963",12508,"Cd53"
"CD58","CD58","965",NA,NA
"CD59","CD59","966",NA,NA
"CD63","CD63","967",12512,"Cd63"
"CD68","CD68","968",12514,"Cd68"
"CD69","CD69","969",NA,NA
"CD70","CD70","970",21948,"Cd70"
"CD72","CD72","971",12517,"Cd72"
"CD74","CD74","972",16149,"Cd74"
"CD79A","CD79A","973",12518,"Cd79a"
"CD79B","CD79B","974",15985,"Cd79b"
"CD81","CD81","975",12520,"Cd81"
"ADGRE5","ADGRE5","976",26364,"Adgre5"
"CD151","CD151","977",12476,"Cd151"
"CDA","CDA","978",72269,"Cda"
"CDB2","CDB2","982",NA,NA
"CDK1","CDK1","983",12534,"Cdk1"
"CDK11B","CDK11B","984",12537,"Cdk11b"
"LRBA","LRBA","987",80877,"Lrba"
"CDC5L","CDC5L","988",71702,"Cdc5l"
"SEPTIN7","SEPTIN7","989",235072,"Septin7"
"CDC6","CDC6","990",23834,"Cdc6"
"CDC20","CDC20","991",107995,"Cdc20"
"CDC25A","CDC25A","993",12530,"Cdc25a"
"CDC25B","CDC25B","994",12531,"Cdc25b"
"CDC25C","CDC25C","995",12532,"Cdc25c"
"CDC27","CDC27","996",217232,"Cdc27"
"CDC34","CDC34","997",216150,"Cdc34"
"CDC42","CDC42","998",12540,"Cdc42"
"CDH1","CDH1","999",12550,"Cdh1"
"CDH2","CDH2","1000",12558,"Cdh2"
"CDH3","CDH3","1001",12560,"Cdh3"
"CDH4","CDH4","1002",12561,"Cdh4"
"CDH5","CDH5","1003",12562,"Cdh5"
"CDH6","CDH6","1004",12563,"Cdh6"
"CDH7","CDH7","1005",241201,"Cdh7"
"CDH8","CDH8","1006",12564,"Cdh8"
"CDH9","CDH9","1007",12565,"Cdh9"
"CDH10","CDH10","1008",320873,"Cdh10"
"CDH11","CDH11","1009",12552,"Cdh11"
"CDH12","CDH12","1010",215654,"Cdh12"
"CDH12P2","CDH12P2","1011",NA,NA
"CDH13","CDH13","1012",12554,"Cdh13"
"CDH15","CDH15","1013",12555,"Cdh15"
"CDH16","CDH16","1014",12556,"Cdh16"
"CDH17","CDH17","1015",12557,"Cdh17"
"CDH18","CDH18","1016",320865,"Cdh18"
"CDK2","CDK2","1017",12566,"Cdk2"
"CDK3","CDK3","1018",NA,NA
"CDK4","CDK4","1019",12567,"Cdk4"
"CDK5","CDK5","1020",12568,"Cdk5"
"CDK6","CDK6","1021",12571,"Cdk6"
"CDK7","CDK7","1022",12572,"Cdk7"
"CDK8","CDK8","1024",264064,"Cdk8"
"CDK9","CDK9","1025",107951,"Cdk9"
"CDKN1A","CDKN1A","1026",12575,"Cdkn1a"
"CDKN1B","CDKN1B","1027",12576,"Cdkn1b"
"CDKN1C","CDKN1C","1028",12577,"Cdkn1c"
"CDKN2A","CDKN2A","1029",NA,NA
"CDKN2B","CDKN2B","1030",12579,"Cdkn2b"
"CDKN2C","CDKN2C","1031",12580,"Cdkn2c"
"CDKN2D","CDKN2D","1032",12581,"Cdkn2d"
"CDKN3","CDKN3","1033",72391,"Cdkn3"
"CDO1","CDO1","1036",12583,"Cdo1"
"CDR1","CDR1","1038",NA,NA
"CDR2","CDR2","1039",12585,"Cdr2"
"CDS1","CDS1","1040",74596,"Cds1"
"CDSN","CDSN","1041",386463,"Cdsn"
"CD52","CD52","1043",23833,"Cd52"
"CDX1","CDX1","1044",12590,"Cdx1"
"CDX2","CDX2","1045",12591,"Cdx2"
"CDX4","CDX4","1046",12592,"Cdx4"
"CLGN","CLGN","1047",12745,"Clgn"
"CEACAM5","CEACAM5","1048",NA,NA
"CEBPA","CEBPA","1050",12606,"Cebpa"
"CEBPB","CEBPB","1051",12608,"Cebpb"
"CEBPD","CEBPD","1052",12609,"Cebpd"
"CEBPE","CEBPE","1053",110794,"Cebpe"
"CEBPG","CEBPG","1054",12611,"Cebpg"
"CECR","CECR","1055",NA,NA
"CEL","CEL","1056",12613,"Cel"
"CELP","CELP","1057",NA,NA
"CENPA","CENPA","1058",12615,"Cenpa"
"CENPB","CENPB","1059",12616,"Cenpb"
"CENPC","CENPC","1060",12617,"Cenpc1"
"CENPCP1","CENPCP1","1061",NA,NA
"CENPE","CENPE","1062",229841,"Cenpe"
"CENPF","CENPF","1063",108000,"Cenpf"
"CES1","CES1","1066",NA,NA
"CETN1","CETN1","1068",26369,"Cetn1"
"CETN2","CETN2","1069",26370,"Cetn2"
"CETN3","CETN3","1070",12626,"Cetn3"
"CETP","CETP","1071",NA,NA
"CFL1","CFL1","1072",12631,"Cfl1"
"CFL2","CFL2","1073",12632,"Cfl2"
"CFL1P5","CFL1P5","1074",NA,NA
"CTSC","CTSC","1075",13032,"Ctsc"
"CFTR","CFTR","1080",12638,"Cftr"
"CGA","CGA","1081",12640,"Cga"
"CGB3","CGB3","1082",NA,NA
"CGF1","CGF1","1083",NA,NA
"CEACAM3","CEACAM3","1084",NA,NA
"CEACAMP5","CEACAMP5","1085",NA,NA
"CEACAMP11","CEACAMP11","1086",NA,NA
"CEACAM7","CEACAM7","1087",NA,NA
"CEACAM8","CEACAM8","1088",NA,NA
"CEACAM4","CEACAM4","1089",NA,NA
"CEACAMP1","CEACAMP1","1090",NA,NA
"CEACAMP2","CEACAMP2","1091",NA,NA
"CEACAMP3","CEACAMP3","1092",NA,NA
"CEACAMP4","CEACAMP4","1093",NA,NA
"CEACAMP6","CEACAMP6","1094",NA,NA
"CEACAMP7","CEACAMP7","1095",NA,NA
"CEACAMP8","CEACAMP8","1096",NA,NA
"CEACAMP9","CEACAMP9","1097",NA,NA
"CEACAMP10","CEACAMP10","1098",NA,NA
"CHAD","CHAD","1101",12643,"Chad"
"RCBTB2","RCBTB2","1102",105670,"Rcbtb2"
"CHAT","CHAT","1103",12647,"Chat"
"RCC1","RCC1","1104",100088,"Rcc1"
"CHD1","CHD1","1105",12648,"Chd1"
"CHD2","CHD2","1106",244059,"Chd2"
"CHD3","CHD3","1107",216848,"Chd3"
"CHD4","CHD4","1108",107932,"Chd4"
"AKR1C4","AKR1C4","1109",NA,NA
"CHEK1","CHEK1","1111",12649,"Chek1"
"FOXN3","FOXN3","1112",71375,"Foxn3"
"CHGA","CHGA","1113",12652,"Chga"
"CHGB","CHGB","1114",12653,"Chgb"
"CHI3L1","CHI3L1","1116",12654,"Chil1"
"CHI3L2","CHI3L2","1117",NA,NA
"CHIT1","CHIT1","1118",71884,"Chit1"
"CHKA","CHKA","1119",12660,"Chka"
"CHKB","CHKB","1120",12651,"Chkb"
"CHM","CHM","1121",12662,"Chm"
"CHML","CHML","1122",12663,"Chml"
"CHN1","CHN1","1123",108699,"Chn1"
"CHN2","CHN2","1124",69993,"Chn2"
"CHRM1","CHRM1","1128",12669,"Chrm1"
"CHRM2","CHRM2","1129",243764,"Chrm2"
"LYST","LYST","1130",17101,"Lyst"
"CHRM3","CHRM3","1131",12671,"Chrm3"
"CHRM4","CHRM4","1132",12672,"Chrm4"
"CHRM5","CHRM5","1133",213788,"Chrm5"
"CHRNA1","CHRNA1","1134",11435,"Chrna1"
"CHRNA2","CHRNA2","1135",110902,"Chrna2"
"CHRNA3","CHRNA3","1136",110834,"Chrna3"
"CHRNA4","CHRNA4","1137",11438,"Chrna4"
"CHRNA5","CHRNA5","1138",110835,"Chrna5"
"CHRNA7","CHRNA7","1139",NA,NA
"CHRNB1","CHRNB1","1140",11443,"Chrnb1"
"CHRNB2","CHRNB2","1141",11444,"Chrnb2"
"CHRNB3","CHRNB3","1142",108043,"Chrnb3"
"CHRNB4","CHRNB4","1143",108015,"Chrnb4"
"CHRND","CHRND","1144",11447,"Chrnd"
"CHRNE","CHRNE","1145",11448,"Chrne"
"CHRNG","CHRNG","1146",11449,"Chrng"
"CHUK","CHUK","1147",12675,"Chuk"
"CIDEA","CIDEA","1149",12683,"Cidea"
"CKB","CKB","1152",12709,"Ckb"
"CIRBP","CIRBP","1153",12696,"Cirbp"
"CISH","CISH","1154",12700,"Cish"
"TBCB","TBCB","1155",66411,"Tbcb"
"CKBE","CKBE","1156",NA,NA
"CKBP1","CKBP1","1157",NA,NA
"CKM","CKM","1158",12715,"Ckm"
"CKMT1B","CKMT1B","1159",12716,"Ckmt1"
"CKMT2","CKMT2","1160",76722,"Ckmt2"
"ERCC8","ERCC8","1161",71991,"Ercc8"
"CKS1B","CKS1B","1163",54124,"Cks1b"
"CKS2","CKS2","1164",66197,"Cks2"
"CLA3","CLA3","1167",NA,NA
"AP2M1","AP2M1","1173",11773,"Ap2m1"
"AP1S1","AP1S1","1174",11769,"Ap1s1"
"AP2S1","AP2S1","1175",232910,"Ap2s1"
"AP3S1","AP3S1","1176",11777,"Ap3s1"
"CLC","CLC","1178",NA,NA
"CLCA1","CLCA1","1179",23844,"Clca1"
"CLCN1","CLCN1","1180",12723,"Clcn1"
"CLCN2","CLCN2","1181",12724,"Clcn2"
"CLCN3","CLCN3","1182",12725,"Clcn3"
"CLCN4","CLCN4","1183",12727,"Clcn4"
"CLCN5","CLCN5","1184",12728,"Clcn5"
"CLCN6","CLCN6","1185",26372,"Clcn6"
"CLCN7","CLCN7","1186",26373,"Clcn7"
"CLCNKA","CLCNKA","1187",NA,NA
"CLCNKB","CLCNKB","1188",NA,NA
"CLU","CLU","1191",12759,"Clu"
"CLIC1","CLIC1","1192",114584,"Clic1"
"CLIC2","CLIC2","1193",NA,NA
"CLK1","CLK1","1195",12747,"Clk1"
"CLK2","CLK2","1196",12748,"Clk2"
"CLK2P1","CLK2P1","1197",NA,NA
"CLK3","CLK3","1198",102414,"Clk3"
"TPP1","TPP1","1200",12751,"Tpp1"
"CLN3","CLN3","1201",12752,"Cln3"
"CLN5","CLN5","1203",211286,"Cln5"
"CLNS1AP1","CLNS1AP1","1204",NA,NA
"CLNS1A","CLNS1A","1207",12729,"Clns1a"
"CLPS","CLPS","1208",109791,"Clps"
"CLPTM1","CLPTM1","1209",56457,"Clptm1"
"CLTA","CLTA","1211",12757,"Clta"
"CLTB","CLTB","1212",74325,"Cltb"
"CLTC","CLTC","1213",67300,"Cltc"
"CMA1","CMA1","1215",17228,"Cma1"
"CMD1B","CMD1B","1218",NA,NA
"CCR1","CCR1","1230",12768,"Ccr1"
"CCR3","CCR3","1232",12771,"Ccr3"
"CCR4","CCR4","1233",12773,"Ccr4"
"CCR5","CCR5","1234",NA,NA
"CCR6","CCR6","1235",12458,"Ccr6"
"CCR7","CCR7","1236",12775,"Ccr7"
"CCR8","CCR8","1237",12776,"Ccr8"
"ACKR2","ACKR2","1238",59289,"Ackr2"
"CMKLR1","CMKLR1","1240",14747,"Cmklr1"
"LTB4R","LTB4R","1241",16995,"Ltb4r1"
"CMM","CMM","1243",NA,NA
"ABCC2","ABCC2","1244",12780,"Abcc2"
"CMTX2","CMTX2","1253",NA,NA
"CMTX3","CMTX3","1254",NA,NA
"CNA1","CNA1","1255",NA,NA
"CNC2","CNC2","1257",NA,NA
"CNGB1","CNGB1","1258",333329,"Cngb1"
"CNGA1","CNGA1","1259",12788,"Cnga1"
"CNGA2","CNGA2","1260",12789,"Cnga2"
"CNGA3","CNGA3","1261",12790,"Cnga3"
"CNGA4","CNGA4","1262",233649,"Cnga4"
"PLK3","PLK3","1263",12795,"Plk3"
"CNN1","CNN1","1264",12797,"Cnn1"
"CNN2","CNN2","1265",12798,"Cnn2"
"CNN3","CNN3","1266",71994,"Cnn3"
"CNP","CNP","1267",12799,"Cnp"
"CNR1","CNR1","1268",12801,"Cnr1"
"CNR2","CNR2","1269",12802,"Cnr2"
"CNTF","CNTF","1270",12803,"Cntf"
"CNTFR","CNTFR","1271",12804,"Cntfr"
"CNTN1","CNTN1","1272",12805,"Cntn1"
"COD2","COD2","1275",NA,NA
"COL1A1","COL1A1","1277",12842,"Col1a1"
"COL1A2","COL1A2","1278",12843,"Col1a2"
"COL1AR","COL1AR","1279",NA,NA
"COL2A1","COL2A1","1280",12824,"Col2a1"
"COL3A1","COL3A1","1281",12825,"Col3a1"
"COL4A1","COL4A1","1282",12826,"Col4a1"
"CTD","CTD","1283",NA,NA
"COL4A2","COL4A2","1284",12827,"Col4a2"
"COL4A3","COL4A3","1285",12828,"Col4a3"
"COL4A4","COL4A4","1286",12829,"Col4a4"
"COL4A5","COL4A5","1287",12830,"Col4a5"
"COL4A6","COL4A6","1288",94216,"Col4a6"
"COL5A1","COL5A1","1289",12831,"Col5a1"
"COL5A2","COL5A2","1290",12832,"Col5a2"
"COL6A1","COL6A1","1291",12833,"Col6a1"
"COL6A2","COL6A2","1292",12834,"Col6a2"
"COL6A3","COL6A3","1293",12835,"Col6a3"
"COL7A1","COL7A1","1294",12836,"Col7a1"
"COL8A1","COL8A1","1295",12837,"Col8a1"
"COL8A2","COL8A2","1296",329941,"Col8a2"
"COL9A1","COL9A1","1297",12839,"Col9a1"
"COL9A2","COL9A2","1298",12840,"Col9a2"
"COL9A3","COL9A3","1299",12841,"Col9a3"
"COL10A1","COL10A1","1300",12813,"Col10a1"
"COL11A1","COL11A1","1301",12814,"Col11a1"
"COL11A2","COL11A2","1302",12815,"Col11a2"
"COL12A1","COL12A1","1303",12816,"Col12a1"
"COL13A1","COL13A1","1305",12817,"Col13a1"
"COL15A1","COL15A1","1306",12819,"Col15a1"
"COL16A1","COL16A1","1307",107581,"Col16a1"
"COL17A1","COL17A1","1308",12821,"Col17a1"
"COL19A1","COL19A1","1310",12823,"Col19a1"
"COMP","COMP","1311",12845,"Comp"
"COMT","COMT","1312",12846,"Comt"
"COPA","COPA","1314",12847,"Copa"
"COPB1","COPB1","1315",70349,"Copb1"
"KLF6","KLF6","1316",23849,"Klf6"
"SLC31A1","SLC31A1","1317",20529,"Slc31a1"
"SLC31A2","SLC31A2","1318",20530,"Slc31a2"
"CORD1","CORD1","1319",NA,NA
"CORT","CORT","1325",12854,"Cort"
"MAP3K8","MAP3K8","1326",26410,"Map3k8"
"COX4I1","COX4I1","1327",12857,"Cox4i1"
"COX5B","COX5B","1329",12859,"Cox5b"
"COX5BP1","COX5BP1","1330",NA,NA
"COX5BP2","COX5BP2","1331",NA,NA
"COX5BP3","COX5BP3","1332",NA,NA
"COX5BP4","COX5BP4","1333",NA,NA
"COX5BP7","COX5BP7","1336",NA,NA
"COX6A1","COX6A1","1337",12861,"Cox6a1"
"COX6A1P1","COX6A1P1","1338",NA,NA
"COX6A2","COX6A2","1339",12862,"Cox6a2"
"COX6B1","COX6B1","1340",110323,"Cox6b1"
"COX6B1P2","COX6B1P2","1342",NA,NA
"COX6B1P3","COX6B1P3","1343",NA,NA
"COX6C","COX6C","1345",12864,"Cox6c"
"COX7A1","COX7A1","1346",12865,"Cox7a1"
"COX7A2","COX7A2","1347",12866,"Cox7a2"
"COX7A2P2","COX7A2P2","1348",NA,NA
"COX7B","COX7B","1349",66142,"Cox7b"
"COX7C","COX7C","1350",12867,"Cox7c"
"COX8A","COX8A","1351",12868,"Cox8a"
"COX10","COX10","1352",70383,"Cox10"
"COX11","COX11","1353",69802,"Cox11"
"COX15","COX15","1355",226139,"Cox15"
"CP","CP","1356",12870,"Cp"
"CPA1","CPA1","1357",109697,"Cpa1"
"CPA2","CPA2","1358",232680,"Cpa2"
"CPA3","CPA3","1359",12873,"Cpa3"
"CPB1","CPB1","1360",76703,"Cpb1"
"CPB2","CPB2","1361",56373,"Cpb2"
"CPD","CPD","1362",12874,"Cpd"
"CPE","CPE","1363",12876,"Cpe"
"CLDN4","CLDN4","1364",12740,"Cldn4"
"CLDN3","CLDN3","1365",12739,"Cldn3"
"CLDN7","CLDN7","1366",53624,"Cldn7"
"CPM","CPM","1368",70574,"Cpm"
"CPN1","CPN1","1369",93721,"Cpn1"
"CPN2","CPN2","1370",71756,"Cpn2"
"CPOX","CPOX","1371",12892,"Cpox"
"CPS1","CPS1","1373",227231,"Cps1"
"CPT1A","CPT1A","1374",12894,"Cpt1a"
"CPT1B","CPT1B","1375",12895,"Cpt1b"
"CPT2","CPT2","1376",12896,"Cpt2"
"CR1","CR1","1378",NA,NA
"CR1L","CR1L","1379",12946,"Cr1l"
"CR2","CR2","1380",12902,"Cr2"
"CRABP1","CRABP1","1381",12903,"Crabp1"
"CRABP2","CRABP2","1382",12904,"Crabp2"
"CRAT","CRAT","1384",12908,"Crat"
"CREB1","CREB1","1385",12912,"Creb1"
"ATF2","ATF2","1386",11909,"Atf2"
"CREBBP","CREBBP","1387",12914,"Crebbp"
"ATF6B","ATF6B","1388",12915,"Atf6b"
"CREBL2","CREBL2","1389",232430,"Crebl2"
"CREM","CREM","1390",12916,"Crem"
"CRH","CRH","1392",12918,"Crh"
"CRHBP","CRHBP","1393",12919,"Crhbp"
"CRHR1","CRHR1","1394",12921,"Crhr1"
"CRHR2","CRHR2","1395",12922,"Crhr2"
"CRIP1","CRIP1","1396",12925,"Crip1"
"CRIP2","CRIP2","1397",68337,"Crip2"
"CRK","CRK","1398",12928,"Crk"
"CRKL","CRKL","1399",12929,"Crkl"
"CRMP1","CRMP1","1400",12933,"Crmp1"
"CRP","CRP","1401",12944,"Crp"
"HAPLN1","HAPLN1","1404",12950,"Hapln1"
"CRX","CRX","1406",12951,"Crx"
"CRY1","CRY1","1407",12952,"Cry1"
"CRY2","CRY2","1408",12953,"Cry2"
"CRYAA","CRYAA","1409",12954,"Cryaa"
"CRYAB","CRYAB","1410",12955,"Cryab"
"CRYBA1","CRYBA1","1411",12957,"Cryba1"
"CRYBA2","CRYBA2","1412",12958,"Cryba2"
